379,emerged,0.014,demonstrated,0.015,along,0.018,thus,0.017,grove,0.017,,,number,0.015,since,0.021,block,0.017,genetic,0.017
380,endogenous,0.014,discover,0.015,article,0.018,user,0.017,gudnason,0.017,,,advantage,0.014,strongly,0.021,cell,0.017,accessible,0.016
381,enhance,0.014,effect,0.015,basis,0.018,various,0.017,gustafsson,0.017,,,allowing,0.014,tag,0.021,combined,0.017,accessing,0.016
382,enterobacterial,0.014,effort,0.015,chromosomal,0.018,accounting,0.015,gyllensten,0.017,,,along,0.014,thomas,0.021,database,0.017,achieve,0.016
383,environment,0.014,estimated,0.015,computer,0.018,addition,0.015,haessler,0.017,,,anderson,0.014,toward,0.021,design,0.017,adequate,0.016
384,escherichia,0.014,even,0.015,consistent,0.018,additional,0.015,haiman,0.017,,,article,0.014,transcription,0.021,distance,0.017,aligned,0.016
385,evaluation,0.014,increase,0.015,constrained,0.018,allows,0.015,haller,0.017,,,basis,0.014,transcriptional,0.021,dynamic,0.017,allow,0.016
386,evolutionarily,0.014,like,0.015,constructed,0.018,complete,0.015,hallmans,0.017,,,candidate,0.014,truly,0.021,generation,0.017,alone,0.016
387,examine,0.014,line,0.015,correspond,0.018,due,0.015,hamsten,0.017,,,challenging,0.014,utility,0.021,higher,0.017,analyst,0.016
388,executed,0.014,linear,0.015,defined,0.018,effective,0.015,hannemann,0.017,,,chip,0.014,viewing,0.021,improve,0.017,analytic,0.016
389,exhibit,0.014,linkage,0.015,dense,0.018,enables,0.015,harris,0.017,,,combine,0.014,walter,0.021,incorporates,0.017,appears,0.016
390,exonic,0.014,linked,0.015,described,0.018,error,0.015,harst,0.017,,,computed,0.014,based,0.02,likely,0.017,assembled,0.016
391,expanded,0.014,make,0.015,entire,0.018,evidence,0.015,hartman,0.017,,,constructed,0.014,large,0.02,numerous,0.017,availability,0.016
392,expected,0.014,mean,0.015,facilitate,0.018,experimental,0.015,hassinen,0.017,,,contain,0.014,result,0.02,observed,0.017,bacs,0.016
393,experienced,0.014,much,0.015,false,0.018,factor,0.015,hayes,0.017,,,day,0.014,sequence,0.02,overlap,0.017,bayesian,0.016
394,exponentially,0.014,numerous,0.015,far,0.018,genotyping,0.015,hayward,0.017,,,dense,0.014,allowing,0.019,potential,0.017,bergman,0.016
395,extending,0.014,performs,0.015,final,0.018,improved,0.015,heard,0.017,,,described,0.014,analyze,0.019,produced,0.017,bioinformatics,0.016
396,facilitates,0.014,real,0.015,given,0.018,long,0.015,heemst,0.017,,,disequilibrium,0.014,atlas,0.019,rapid,0.017,biology,0.016
397,fairly,0.014,recently,0.015,greater,0.018,low,0.015,heid,0.017,,,durbin,0.014,body,0.019,real,0.017,cancer,0.016
398,finally,0.014,report,0.015,identity,0.018,million,0.015,helmer,0.017,,,estimating,0.014,browser,0.019,recombination,0.017,canonical,0.016
399,find,0.014,simultaneously,0.015,iii,0.018,producing,0.015,hemani,0.017,,,facilitate,0.014,catalog,0.019,role,0.017,close,0.016
400,fish,0.014,technique,0.015,includes,0.018,publicly,0.015,hengstenberg,0.017,,,fine,0.014,comparable,0.019,ten,0.017,comparing,0.016
401,fit,0.014,ten,0.015,incorporated,0.018,quality,0.015,hick,0.017,,,furthermore,0.014,conducted,0.019,throughput,0.017,complementary,0.016
402,frazer,0.014,together,0.015,independently,0.018,relationship,0.015,highlighted,0.017,,,future,0.014,direct,0.019,total,0.017,configurable,0.016
403,free,0.014,true,0.015,interpretation,0.018,required,0.015,hillege,0.017,,,group,0.014,discus,0.019,unrelated,0.017,contig,0.016
404,frequent,0.014,underlying,0.015,location,0.018,signal,0.015,hindorff,0.017,,,help,0.014,ensembl,0.019,via,0.017,contribute,0.016
405,friedman,0.014,various,0.015,main,0.018,simple,0.015,hingorani,0.017,,,human,0.014,evaluated,0.019,view,0.017,correlated,0.016
406,fugu,0.014,addition,0.014,maximum,0.018,standard,0.015,hlatky,0.017,,,iii,0.014,examined,0.019,way,0.017,cpu,0.016
407,functionality,0.014,allows,0.014,missing,0.018,step,0.015,hofman,0.017,,,improvement,0.014,finding,0.019,combination,0.016,creating,0.016
408,furey,0.014,change,0.014,modification,0.018,support,0.015,houwing,0.017,,,improves,0.014,form,0.019,complete,0.016,critical,0.016
409,gambiae,0.014,consortium,0.014,needed,0.018,widely,0.015,hovingh,0.017,,,introduce,0.014,found,0.019,control,0.016,datasets,0.016
410,gapped,0.014,derived,0.014,occur,0.018,widespread,0.015,hui,0.017,,,lead,0.014,future,0.019,detect,0.016,depend,0.016
411,generalization,0.014,detected,0.014,perform,0.018,zhang,0.015,humphries,0.017,,,lee,0.014,generally,0.019,easily,0.016,depth,0.016
412,giardine,0.014,due,0.014,precision,0.018,approximately,0.014,hunter,0.017,,,main,0.014,help,0.019,lower,0.016,derive,0.016
413,gil,0.014,effective,0.014,proportion,0.018,comparison,0.014,hyaluronic,0.017,,,methodology,0.014,hunt,0.019,major,0.016,distributed,0.016
414,glires,0.014,experiment,0.014,provided,0.018,comprehensive,0.014,hypponen,0.017,,,overall,0.014,illumina,0.019,million,0.016,diverged,0.016
415,grs,0.014,functional,0.014,reporting,0.018,difference,0.014,illig,0.017,,,practical,0.014,includes,0.019,publicly,0.016,drosophila,0.016
416,grun,0.014,identification,0.014,research,0.018,distribution,0.014,immunological,0.017,,,provide,0.014,lack,0.019,recent,0.016,effectively,0.016
417,guaranteeing,0.014,identify,0.014,respectively,0.018,example,0.014,implicated,0.017,,,reducing,0.014,lead,0.019,required,0.016,efficiency,0.016
418,gunsalus,0.014,improved,0.014,statistic,0.018,framework,0.014,incomplete,0.017,,,remote,0.014,location,0.019,resource,0.016,enabled,0.016
419,hardware,0.014,issue,0.014,strong,0.018,generated,0.014,influencing,0.017,,,require,0.014,methodology,0.019,signal,0.016,est,0.016
420,hinrichs,0.014,long,0.014,suggesting,0.018,important,0.014,ingelsson,0.017,,,researcher,0.014,normal,0.019,substantially,0.016,evolutionary,0.016
421,homology,0.014,nucleotide,0.014,systematic,0.018,level,0.014,intercept,0.017,,,resulting,0.014,overall,0.019,useful,0.016,exome,0.016
422,host,0.014,open,0.014,white,0.018,order,0.014,introducing,0.017,,,suggesting,0.014,performing,0.019,widespread,0.016,followed,0.016
423,hou,0.014,per,0.014,yield,0.018,problem,0.014,involved,0.017,,,typically,0.014,phenotypic,0.019,allele,0.014,foundation,0.016
424,hox,0.014,performed,0.014,allelic,0.016,program,0.014,isaac,0.017,,,web,0.014,possibly,0.019,among,0.014,friendly,0.016
425,hubisz,0.014,polymorphism,0.014,assembly,0.016,simulation,0.014,jackson,0.017,,,wilson,0.014,primate,0.019,approximately,0.014,gain,0.016
426,hybrid,0.014,propose,0.014,average,0.016,source,0.014,jacob,0.017,,,allelic,0.012,quickly,0.019,chromosome,0.014,gordon,0.016
427,illustrated,0.014,recent,0.014,cluster,0.016,wide,0.014,james,0.017,,,ancestry,0.012,reporting,0.019,comparison,0.014,guide,0.016
428,incompletely,0.014,relationship,0.014,complexity,0.016,current,0.012,jarvelin,0.017,,,application,0.012,respectively,0.019,comprehensive,0.014,handling,0.016
429,inexpensive,0.014,significantly,0.014,computation,0.016,existing,0.012,jeff,0.017,,,applying,0.012,solexa,0.019,demonstrate,0.014,hillier,0.016
430,inferred,0.014,substantially,0.014,considerable,0.016,find,0.012,jjp,0.017,,,become,0.012,suggests,0.019,designed,0.014,html,0.016
431,information,0.014,among,0.012,daly,0.016,information,0.012,johansen,0.017,,,block,0.012,van,0.019,difference,0.014,implement,0.016
432,inside,0.014,approximately,0.012,density,0.016,mapping,0.012,johansson,0.017,,,capture,0.012,white,0.019,efficiently,0.014,indeed,0.016
433,integrating,0.014,comparison,0.012,directly,0.016,power,0.012,jolley,0.017,,,case,0.012,working,0.019,fraction,0.014,indels,0.016
434,intense,0.014,distribution,0.012,essential,0.016,reference,0.012,jong,0.017,,,considerable,0.012,www,0.019,highly,0.014,input,0.016
435,interface,0.014,efficiently,0.012,evolution,0.016,simulated,0.012,jousilahti,0.017,,,date,0.012,yet,0.019,hundred,0.014,introduces,0.016
436,internal,0.014,example,0.012,function,0.016,small,0.012,jukema,0.017,,,directly,0.012,present,0.018,limited,0.014,kind,0.016
437,intersection,0.014,first,0.012,generation,0.016,well,0.012,jula,0.017,,,discover,0.012,using,0.018,marker,0.014,link,0.016
438,inversely,0.014,fraction,0.012,increase,0.016,address,0.011,juliusdottir,0.017,,,distance,0.012,assessment,0.016,order,0.014,longer,0.016
439,jain,0.014,generated,0.012,much,0.016,algorithm,0.011,junttila,0.017,,,effort,0.012,become,0.016,project,0.014,magnitude,0.016
440,kbp,0.014,hundred,0.012,nearly,0.016,associated,0.011,justice,0.017,,,enable,0.012,biological,0.016,related,0.014,majority,0.016
441,kircher,0.014,important,0.012,numerous,0.016,developed,0.011,kanoni,0.017,,,essential,0.012,capture,0.016,several,0.014,management,0.016
442,kkh,0.014,limited,0.012,observed,0.016,pattern,0.011,kaplan,0.017,,,four,0.012,cluster,0.016,simulation,0.014,mbp,0.016
443,krek,0.014,novel,0.012,obtained,0.016,provides,0.011,kaprio,0.017,,,freely,0.012,combined,0.016,source,0.014,melanogaster,0.016
444,labeled,0.014,pair,0.012,often,0.016,tool,0.011,karjalainen,0.017,,,full,0.012,considerable,0.016,describe,0.013,mer,0.016
445,let,0.014,produce,0.012,particular,0.016,variant,0.011,kastelein,0.017,,,hidden,0.012,date,0.016,locus,0.013,miller,0.016
446,lie,0.014,range,0.012,positive,0.016,variation,0.011,kayser,0.017,,,like,0.012,demonstrated,0.016,site,0.013,multi,0.016
447,light,0.014,several,0.012,probability,0.016,new,0.01,kee,0.017,,,linkage,0.012,directly,0.016,across,0.012,near,0.016
448,locus,0.014,within,0.012,process,0.016,number,0.01,keinanen,0.017,,,linked,0.012,dynamic,0.016,address,0.012,one,0.016
449,macmenamin,0.014,describe,0.011,recently,0.016,one,0.01,kho,0.017,,,local,0.012,earlier,0.016,also,0.012,parameter,0.016
450,mammal,0.014,existing,0.011,report,0.016,two,0.01,kiemeney,0.017,,,make,0.012,evolution,0.016,provides,0.012,phasing,0.016
451,matching,0.014,frequency,0.011,represented,0.016,,,kinnunen,0.017,,,markov,0.012,freely,0.016,similar,0.012,practice,0.016
452,mature,0.014,specific,0.011,requires,0.016,,,kiukaanniemi,0.017,,,much,0.012,full,0.016,single,0.012,random,0.016
453,mau,0.014,whole,0.011,run,0.016,,,kivimaki,0.017,,,observed,0.012,genotyped,0.016,software,0.012,reconstruction,0.016
454,mechanism,0.014,address,0.01,segment,0.016,,,kleber,0.017,,,often,0.012,line,0.016,accurate,0.011,reduce,0.016
455,missense,0.014,developed,0.01,shared,0.016,,,klopp,0.017,,,performs,0.012,local,0.016,many,0.011,reduced,0.016
456,mobile,0.014,pattern,0.01,ten,0.016,,,kocher,0.017,,,presented,0.012,positive,0.016,one,0.011,relatively,0.016
457,moderately,0.014,software,0.01,time,0.016,,,kooner,0.017,,,rapid,0.012,produced,0.016,gene,0.01,released,0.016
458,modified,0.014,one,0.009,together,0.016,,,kovacs,0.017,,,recombination,0.012,read,0.016,,,reliably,0.016
459,mosaic,0.014,provide,0.008,true,0.016,,,kraja,0.017,,,relative,0.012,represented,0.016,,,requirement,0.016
460,mtpn,0.014,,,way,0.016,,,kratzer,0.017,,,repeat,0.012,resolution,0.016,,,respect,0.016
461,mutational,0.014,,,addition,0.015,,,kristiansson,0.017,,,speed,0.012,role,0.016,,,runtime,0.016
462,mysql,0.014,,,allows,0.015,,,kuh,0.017,,,thus,0.012,segment,0.016,,,scaffold,0.016
463,nine,0.014,,,alternative,0.015,,,kumari,0.017,,,time,0.012,selection,0.016,,,scientific,0.016
464,non,0.014,,,detected,0.015,,,kutalik,0.017,,,view,0.012,state,0.016,,,scope,0.016
465,nonexonic,0.014,,,development,0.015,,,kuusisto,0.017,,,accounting,0.011,underlying,0.016,,,separate,0.016
466,nonneutral,0.014,,,due,0.015,,,laakso,0.017,,,addition,0.011,via,0.016,,,separation,0.016
467,nonoverlapping,0.014,,,easily,0.015,,,laan,0.017,,,allows,0.011,way,0.016,,,sparse,0.016
468,notion,0.014,,,error,0.015,,,lakka,0.017,,,called,0.011,alternative,0.015,,,specifically,0.016
469,objectively,0.014,,,estimation,0.015,,,langenberg,0.017,,,change,0.011,combination,0.015,,,stability,0.016
470,offset,0.014,,,factor,0.015,,,laptop,0.017,,,consortium,0.011,complete,0.015,,,structured,0.016
471,oil,0.014,,,including,0.015,,,lcpgm,0.017,,,detect,0.011,factor,0.015,,,subsequent,0.016
472,onto,0.014,,,independent,0.015,,,leach,0.017,,,development,0.011,identification,0.015,,,target,0.016
473,operation,0.014,,,issue,0.015,,,lehtimaki,0.017,,,due,0.011,independent,0.015,,,third,0.016
474,optimized,0.014,,,length,0.015,,,lettre,0.017,,,efficient,0.011,length,0.015,,,toward,0.016
475,option,0.014,,,low,0.015,,,lichtner,0.017,,,enables,0.011,lower,0.015,,,value,0.016
476,overhauled,0.014,,,million,0.015,,,lim,0.017,,,estimation,0.011,map,0.015,,,varying,0.016
477,past,0.014,,,package,0.015,,,lind,0.017,,,improved,0.011,million,0.015,,,viewing,0.016
478,percent,0.014,,,per,0.015,,,lindgren,0.017,,,lower,0.011,per,0.015,,,weighted,0.016
479,permitting,0.014,,,performed,0.015,,,lobbens,0.017,,,nucleotide,0.011,powerful,0.015,,,whereas,0.016
480,perna,0.014,,,propose,0.015,,,lorentzon,0.017,,,performed,0.011,producing,0.015,,,without,0.016
481,perspective,0.014,,,recent,0.015,,,lotay,0.017,,,polymorphism,0.011,score,0.015,,,access,0.014
482,piedade,0.014,,,relationship,0.015,,,luan,0.017,,,powerful,0.011,standard,0.015,,,aligning,0.014
483,pip,0.014,,,standard,0.015,,,lui,0.017,,,producing,0.011,support,0.015,,,analyze,0.014
484,pollard,0.014,,,step,0.015,,,lupoli,0.017,,,propose,0.011,widely,0.015,,,anderson,0.014
485,polymorphisnis,0.014,,,system,0.015,,,lyssenko,0.017,,,substantially,0.011,widespread,0.015,,,assemble,0.014
486,posed,0.014,,,useful,0.015,,,magi,0.017,,,useful,0.011,zhang,0.015,,,atlas,0.014
487,post,0.014,,,among,0.013,,,magnusson,0.017,,,widely,0.011,currently,0.013,,,billion,0.014
488,power,0.014,,,approximately,0.013,,,maillard,0.017,,,zhang,0.011,detection,0.013,,,browser,0.014
489,poy,0.014,,,correct,0.013,,,maller,0.017,,,approximately,0.01,difference,0.013,,,build,0.014
490,precise,0.014,,,currently,0.013,,,mangino,0.017,,,comparison,0.01,different,0.013,,,cannot,0.014
491,precompute,0.014,,,designed,0.013,,,manipulated,0.017,,,correct,0.01,distribution,0.013,,,catalog,0.014
492,pringle,0.014,,,dna,0.013,,,mannisto,0.017,,,efficiently,0.01,dna,0.013,,,certain,0.014
493,prioritization,0.014,,,hundred,0.013,,,manunta,0.017,,,fraction,0.01,efficiently,0.013,,,challenging,0.014
494,production,0.014,,,identified,0.013,,,mar,0.017,,,hundred,0.01,example,0.013,,,computed,0.014
495,projected,0.014,,,important,0.013,,,marchand,0.017,,,known,0.01,first,0.013,,,correction,0.014
496,projection,0.014,,,order,0.013,,,marette,0.017,,,order,0.01,framework,0.013,,,correspond,0.014
497,quick,0.014,,,problem,0.013,,,marz,0.017,,,pair,0.01,known,0.013,,,durbin,0.014
498,radiation,0.014,,,related,0.013,,,matise,0.017,,,produce,0.01,level,0.013,,,either,0.014
499,rajewsky,0.014,,,simulation,0.013,,,maximizing,0.017,,,program,0.01,limited,0.013,,,empirical,0.014
500,ram,0.014,,,statistical,0.013,,,mcardle,0.017,,,range,0.01,marker,0.013,,,entire,0.014
501,rat,0.014,,,within,0.013,,,mcevoy,0.017,,,sequencing,0.01,novel,0.013,,,evaluated,0.014
502,rearranged,0.014,,,information,0.012,,,mckenzie,0.017,,,within,0.01,scale,0.013,,,examined,0.014
503,recognize,0.014,,,simulated,0.012,,,mcknight,0.017,,,mapping,0.009,wide,0.013,,,extensive,0.014
504,recover,0.014,,,site,0.012,,,mclachlan,0.017,,,short,0.009,existing,0.012,,,far,0.014
505,reduction,0.014,,,size,0.012,,,medina,0.017,,,simulated,0.009,find,0.012,,,final,0.014
506,reflect,0.014,,,small,0.012,,,medland,0.017,,,site,0.009,frequency,0.012,,,gap,0.014
507,refocuses,0.014,,,address,0.011,,,melbye,0.017,,,specific,0.009,mapping,0.012,,,generally,0.014
508,regarding,0.014,,,also,0.011,,,menarche,0.017,,,address,0.008,reference,0.012,,,given,0.014
509,regulation,0.014,,,developed,0.011,,,menni,0.017,,,associated,0.008,short,0.012,,,half,0.014
510,remove,0.014,,,however,0.011,,,merger,0.017,,,common,0.008,size,0.012,,,handle,0.014
511,requested,0.014,,,software,0.011,,,metspalu,0.017,,,high,0.008,snp,0.012,,,highlight,0.014
512,rest,0.014,,,available,0.01,,,mihailov,0.017,,,however,0.008,address,0.011,,,identifies,0.014
513,revisits,0.014,,,large,0.01,,,milani,0.017,,,similar,0.008,algorithm,0.011,,,iii,0.014
514,riat,0.014,,,multiple,0.01,,,minimizing,0.017,,,variation,0.008,common,0.011,,,improvement,0.014
515,richer,0.014,,,number,0.01,,,moayyeri,0.017,,,gene,0.007,pattern,0.011,,,improves,0.014
516,rigorous,0.014,,,set,0.01,,,moebus,0.017,,,result,0.007,structure,0.011,,,incorporated,0.014
517,roak,0.014,,,two,0.01,,,moll,0.017,,,sequence,0.007,many,0.01,,,independently,0.014
518,rosenberg,0.014,,,used,0.01,,,monda,0.017,,,two,0.007,multiple,0.01,,,index,0.014
519,rubripes,0.014,,,present,0.009,,,morken,0.017,,,,,number,0.01,,,introduce,0.014
520,saccharaomyces,0.014,,,provide,0.009,,,mtor,0.017,,,,,provide,0.009,,,lack,0.014
521,saccharomyces,0.014,,,,,,,munroe,0.017,,,,,,,,,making,0.014
522,salmonella,0.014,,,,,,,musk,0.017,,,,,,,,,novo,0.014
523,scoring,0.014,,,,,,,nalls,0.017,,,,,,,,,org,0.014
524,serf,0.014,,,,,,,narisu,0.017,,,,,,,,,purpose,0.014
525,severity,0.014,,,,,,,necessarily,0.017,,,,,,,,,quickly,0.014
526,shah,0.014,,,,,,,nelis,0.017,,,,,,,,,ruan,0.014
527,shed,0.014,,,,,,,nervous,0.017,,,,,,,,,salzberg,0.014
528,shendure,0.014,,,,,,,njolstad,0.017,,,,,,,,,sensitive,0.014
529,short,0.014,,,,,,,nolte,0.017,,,,,,,,,strategy,0.014
530,shuffled,0.014,,,,,,,north,0.017,,,,,,,,,three,0.014
531,simplify,0.014,,,,,,,nothen,0.017,,,,,,,,,typically,0.014
532,simulates,0.014,,,,,,,null,0.017,,,,,,,,,unified,0.014
533,slower,0.014,,,,,,,nurasyid,0.017,,,,,,,,,vector,0.014
534,somewhat,0.014,,,,,,,obesity,0.017,,,,,,,,,ability,0.013
535,spieth,0.014,,,,,,,ohlsson,0.017,,,,,,,,,analyzing,0.013
536,spp,0.014,,,,,,,okada,0.017,,,,,,,,,ancestry,0.013
537,stable,0.014,,,,,,,oldehinkel,0.017,,,,,,,,,assessment,0.013
538,stably,0.014,,,,,,,ong,0.017,,,,,,,,,calculation,0.013
539,stack,0.014,,,,,,,oort,0.017,,,,,,,,,capture,0.013
540,stand,0.014,,,,,,,oostra,0.017,,,,,,,,,complexity,0.013
541,stem,0.014,,,,,,,oozageer,0.017,,,,,,,,,computation,0.013
542,stitch,0.014,,,,,,,ostaptchouk,0.017,,,,,,,,,computationally,0.013
543,stoffel,0.014,,,,,,,osteoglycin,0.017,,,,,,,,,date,0.013
544,stone,0.014,,,,,,,outperform,0.017,,,,,,,,,demonstrated,0.013
545,store,0.014,,,,,,,ouwehand,0.017,,,,,,,,,design,0.013
546,subsequently,0.014,,,,,,,partition,0.017,,,,,,,,,discover,0.013
547,subtraction,0.014,,,,,,,pasko,0.017,,,,,,,,,distance,0.013
548,success,0.014,,,,,,,pasterkamp,0.017,,,,,,,,,effort,0.013
549,sugnet,0.014,,,,,,,pechlivanis,0.017,,,,,,,,,enable,0.013
550,suit,0.014,,,,,,,peh,0.017,,,,,,,,,essential,0.013
551,suited,0.014,,,,,,,perola,0.017,,,,,,,,,even,0.013
552,supplementary,0.014,,,,,,,pers,0.017,,,,,,,,,evolution,0.013
553,tagged,0.014,,,,,,,perusse,0.017,,,,,,,,,four,0.013
554,targeting,0.014,,,,,,,pilz,0.017,,,,,,,,,full,0.013
555,targetscan,0.014,,,,,,,pke,0.017,,,,,,,,,function,0.013
556,thormann,0.014,,,,,,,plenge,0.017,,,,,,,,,higher,0.013
557,thought,0.014,,,,,,,porcu,0.017,,,,,,,,,implementation,0.013
558,threefold,0.014,,,,,,,powell,0.017,,,,,,,,,incorporates,0.013
559,toolset,0.014,,,,,,,pramstaller,0.017,,,,,,,,,local,0.013
560,trained,0.014,,,,,,,preventing,0.017,,,,,,,,,nearly,0.013
561,transposon,0.014,,,,,,,prokopenko,0.017,,,,,,,,,overlap,0.013
562,twice,0.014,,,,,,,providing,0.017,,,,,,,,,particularly,0.013
563,ultraconserved,0.014,,,,,,,quantifies,0.017,,,,,,,,,potential,0.013
564,unambiguously,0.014,,,,,,,quertermous,0.017,,,,,,,,,presented,0.013
565,undergo,0.014,,,,,,,raitakari,0.017,,,,,,,,,protein,0.013
566,undergone,0.014,,,,,,,randall,0.017,,,,,,,,,real,0.013
567,understandable,0.014,,,,,,,rankinen,0.017,,,,,,,,,relative,0.013
568,unfinished,0.014,,,,,,,rao,0.017,,,,,,,,,represented,0.013
569,uniformly,0.014,,,,,,,rapidly,0.017,,,,,,,,,requires,0.013
570,union,0.014,,,,,,,rauramaa,0.017,,,,,,,,,role,0.013
571,unique,0.014,,,,,,,raychaudhuri,0.017,,,,,,,,,shared,0.013
572,university,0.014,,,,,,,rayner,0.017,,,,,,,,,technique,0.013
573,unknown,0.014,,,,,,,reinmaa,0.017,,,,,,,,,ten,0.013
574,unmatched,0.014,,,,,,,renstrom,0.017,,,,,,,,,true,0.013
575,unordered,0.014,,,,,,,reshef,0.017,,,,,,,,,user,0.013
576,unoriented,0.014,,,,,,,ridker,0.017,,,,,,,,,various,0.013
577,visualize,0.014,,,,,,,ried,0.017,,,,,,,,,via,0.013
578,weaker,0.014,,,,,,,rivadeneira,0.017,,,,,,,,,view,0.013
579,weinstock,0.014,,,,,,,rjf,0.017,,,,,,,,,way,0.013
580,witten,0.014,,,,,,,robertson,0.017,,,,,,,,,additional,0.012
581,wolf,0.014,,,,,,,rose,0.017,,,,,,,,,allows,0.012
582,worldwide,0.014,,,,,,,rotter,0.017,,,,,,,,,alternative,0.012
583,worm,0.014,,,,,,,roussel,0.017,,,,,,,,,called,0.012
584,zahler,0.014,,,,,,,rudan,0.017,,,,,,,,,combination,0.012
585,accessing,0.012,,,,,,,ruijter,0.017,,,,,,,,,complex,0.012
586,adequate,0.012,,,,,,,rutten,0.017,,,,,,,,,derived,0.012
587,alone,0.012,,,,,,,saaristo,0.017,,,,,,,,,development,0.012
588,appear,0.012,,,,,,,saleheen,0.017,,,,,,,,,effective,0.012
589,assumption,0.012,,,,,,,samani,0.017,,,,,,,,,evidence,0.012
590,bacterial,0.012,,,,,,,sanna,0.017,,,,,,,,,experimental,0.012
591,batzoglou,0.012,,,,,,,saramies,0.017,,,,,,,,,functional,0.012
592,becomes,0.012,,,,,,,sarzynski,0.017,,,,,,,,,implemented,0.012
593,biologically,0.012,,,,,,,scenario,0.017,,,,,,,,,including,0.012
594,biomedical,0.012,,,,,,,scharnagl,0.017,,,,,,,,,independent,0.012
595,boundary,0.012,,,,,,,scherag,0.017,,,,,,,,,lower,0.012
596,canonical,0.012,,,,,,,schizophrenia,0.017,,,,,,,,,major,0.012
597,capable,0.012,,,,,,,scholtens,0.017,,,,,,,,,nucleotide,0.012
598,class,0.012,,,,,,,schoor,0.017,,,,,,,,,performed,0.012
599,collection,0.012,,,,,,,schumacher,0.017,,,,,,,,,polymorphism,0.012
600,common,0.012,,,,,,,schunkert,0.017,,,,,,,,,producing,0.012
601,complementary,0.012,,,,,,,schwarz,0.017,,,,,,,,,recent,0.012
602,consideration,0.012,,,,,,,sebert,0.017,,,,,,,,,resource,0.012
603,considering,0.012,,,,,,,segmenting,0.017,,,,,,,,,significantly,0.012
604,critical,0.012,,,,,,,sehmi,0.017,,,,,,,,,simple,0.012
605,define,0.012,,,,,,,setten,0.017,,,,,,,,,support,0.012
606,degree,0.012,,,,,,,seufferlein,0.017,,,,,,,,,system,0.012
607,depend,0.012,,,,,,,sever,0.017,,,,,,,,,useful,0.012
608,diverged,0.012,,,,,,,shadick,0.017,,,,,,,,,chromosome,0.01
609,divergence,0.012,,,,,,,sham,0.017,,,,,,,,,comparison,0.01
610,diverse,0.012,,,,,,,shin,0.017,,,,,,,,,currently,0.01
611,diversity,0.012,,,,,,,showing,0.017,,,,,,,,,different,0.01
612,draft,0.012,,,,,,,shuldiner,0.017,,,,,,,,,efficiently,0.01
613,duplication,0.012,,,,,,,shungin,0.017,,,,,,,,,highly,0.01
614,educational,0.012,,,,,,,signaling,0.017,,,,,,,,,important,0.01
615,efficiency,0.012,,,,,,,silventoinen,0.017,,,,,,,,,limited,0.01
616,eight,0.012,,,,,,,sinisalo,0.017,,,,,,,,,order,0.01
617,enabled,0.012,,,,,,,sjl,0.017,,,,,,,,,range,0.01
618,end,0.012,,,,,,,skeletal,0.017,,,,,,,,,related,0.01
619,epstein,0.012,,,,,,,sklar,0.017,,,,,,,,,several,0.01
620,evolve,0.012,,,,,,,smoking,0.017,,,,,,,,,statistical,0.01
621,evolving,0.012,,,,,,,smolonska,0.017,,,,,,,,,across,0.009
622,excellent,0.012,,,,,,,snieder,0.017,,,,,,,,,address,0.009
623,expanding,0.012,,,,,,,speliotes,0.017,,,,,,,,,approach,0.009
624,exploit,0.012,,,,,,,stahl,0.017,,,,,,,,,computational,0.009
625,explored,0.012,,,,,,,stancakova,0.017,,,,,,,,,current,0.009
626,farh,0.012,,,,,,,stanton,0.017,,,,,,,,,disease,0.009
627,feasible,0.012,,,,,,,steinthorsdottir,0.017,,,,,,,,,find,0.009
628,fewer,0.012,,,,,,,stirrup,0.017,,,,,,,,,pattern,0.009
629,fitting,0.012,,,,,,,stolk,0.017,,,,,,,,,population,0.009
630,flicek,0.012,,,,,,,stott,0.017,,,,,,,,,power,0.009
631,global,0.012,,,,,,,strachan,0.017,,,,,,,,,similar,0.009
632,good,0.012,,,,,,,stratified,0.017,,,,,,,,,simulated,0.009
633,heart,0.012,,,,,,,strauch,0.017,,,,,,,,,site,0.009
634,hillier,0.012,,,,,,,strawbridge,0.017,,,,,,,,,structure,0.009
635,history,0.012,,,,,,,stringent,0.017,,,,,,,,,present,0.007
636,identifying,0.012,,,,,,,stringham,0.017,,,,,,,,,provide,0.007
637,implement,0.012,,,,,,,stumvoll,0.017,,,,,,,,,,
638,indicates,0.012,,,,,,,sulfate,0.017,,,,,,,,,,
639,informative,0.012,,,,,,,sundstrom,0.017,,,,,,,,,,
640,insight,0.012,,,,,,,sung,0.017,,,,,,,,,,
641,interest,0.012,,,,,,,supervised,0.017,,,,,,,,,,
642,interpreting,0.012,,,,,,,syvanen,0.017,,,,,,,,,,
643,introduces,0.012,,,,,,,tanaka,0.017,,,,,,,,,,
644,inversion,0.012,,,,,,,tardif,0.017,,,,,,,,,,
645,investigating,0.012,,,,,,,tayo,0.017,,,,,,,,,,
646,larger,0.012,,,,,,,thorleifsson,0.017,,,,,,,,,,
647,lineage,0.012,,,,,,,thorsteinsdottir,0.017,,,,,,,,,,
648,log,0.012,,,,,,,todd,0.017,,,,,,,,,,
649,machine,0.012,,,,,,,tonjes,0.017,,,,,,,,,,
650,maintain,0.012,,,,,,,tractable,0.017,,,,,,,,,,
